running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1125-3276,2025-11-25 00:07:31,2025-11-25 00:07:31,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,รบกวนขอความช่วยเหลืออพยพ / เรื่องอาหารและน้ำดื่ม คุณแม่เราอาศัยอยู่คนเดียวค่ะ ขาดการติดต่อมาหลายวันแล้วค่ะ ขอบคุณค่ะ,รอการช่วยเหลือ
HDY68-1125-3277,2025-11-25 00:07:36,2025-11-25 00:07:36,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,ตอนนี้อยู่บนชั้น 2 ไม่แน่ใจว่าน้ำถึงระดับไหน ล่าสุดเมื่อวานติดต่อผ่าน sms น้ำ 2 เมตรในบ้าน,รอการช่วยเหลือ
HDY68-1125-3278,2025-11-25 00:07:40,2025-11-25 00:07:40,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,อยู่คนเดียว น้ำกำลังตะขึ้นชั้น 2 รบกวนขอความช่วยเหลืออพยพด่วนค่ะ,รอการช่วยเหลือ
HDY68-1125-3279,2025-11-25 00:07:40,2025-11-25 00:07:40,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3280,2025-11-25 00:07:42,2025-11-25 00:07:42,หาดใหญ่,บ้านพรุ,สงขลา,1.04,25.0,,รีบมาหน่อยนะคะตอนนี้มีผู้ป่วยติดเตียง ผู้หญิง ผู้สูงอายุ และเด็กค่ะ,รอการช่วยเหลือ
HDY68-1125-3281,2025-11-25 00:07:49,2025-11-25 00:16:46,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ช่วยครอบครัวผมด้วยครับ ให้ออกมาจากตรงนั้นก่อน ตอนนี้ไม่สามารถติดต่อที่บ้านได้เลย มีทั้งหมด 4 คน (พ่อแม่ น้องสาว 2 คน),รอการช่วยเหลือ
HDY68-1125-3282,2025-11-25 00:07:59,2025-11-25 00:07:59,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3283,2025-11-25 00:08:00,2025-11-25 00:08:00,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3284,2025-11-25 00:08:08,2025-11-25 00:08:08,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3285,2025-11-25 00:08:16,2025-11-25 00:08:16,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ต้องพบหมอเพื่อรับยาวัณโรค,รอการช่วยเหลือ
HDY68-1125-3286,2025-11-25 00:08:25,2025-11-25 00:08:25,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"ขอความช่วยเหลืออพยพด่วนค่ะ เขต 8 ซอย 23 ถนนราษฎรอุทิศ บ้านหลังสีฟ้า 2 ชั้น (สุดซอย)
ตอนนี้น้ำท่วมสูง คนในซอยรวมตัวอยู่บ้านหลังเดียว รวมประมาณ 10 คน
มี เด็กทารก 2 เดือน, ผู้สูงอายุ, และ ผู้ป่วยมะเร็งลำไส้มีแผลโดนน้ำไม่ได้ อยู่ด้วย
ทุกคนติดอยู่ในบ้าน ออกเองไม่ได้ ขอเจ้าหน้าที่เข้าช่วยเหลือโดยเร็วที่สุดค่ะ
ผู้ประสานงาน:
084-397-9405
061-891-9424",รอการช่วยเหลือ
HDY68-1125-3287,2025-11-25 00:08:29,2025-11-25 00:08:29,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ฝากหน่อยนะคะตอนนี้น่ำท่วมใกล้จะถึงชั้น2แล้วไม่มีใครเข้าไปช่วยตรงหใู่บ้านนั้นได้เลย,รอการช่วยเหลือ
HDY68-1125-3288,2025-11-25 00:08:33,2025-11-25 00:08:33,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,"คนท้องใกล้คลอด ล่าสุด ตีสอง วันที่ 25 พ.ย. ยังไม่ได้รับการช่วยเหลือออกมา 
อยู่แถวแยกโรงปูน บิ๊กซีคลองแห
พิกัดที่ปักหมุดอาจไม่แน่ชัดเพราะค้นหาไม่เจอ",รอการช่วยเหลือ
HDY68-1125-3289,2025-11-25 00:08:36,2025-11-25 00:08:36,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3290,2025-11-25 00:08:48,2025-11-25 00:08:48,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3291,2025-11-25 00:08:49,2025-11-25 00:08:49,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,อยากอพยพออกไปที่พักพิงค่ะ เพราะน้ำตอนนี้บนถนนสูงเลยศรีษะแต่ตรงที่พักอยู่ตอนนี้น้ำอยประมาณหัวเข่าและน้ำยิ่งสูงขึ้นเรื่อยๆ จะไม่มีที่อยู่แล้วค่ะเพราะเป็นบ้านชั้นเดียว รบกวนให้ความช่วยเหลือด้วยนะคะ,รอการช่วยเหลือ
HDY68-1125-3292,2025-11-25 00:08:52,2025-11-25 00:08:52,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"มีผู้ป่วยติดเตียงใส่เครื่องช่วยหายใจ ต้องดูดเสมหะ ตอนนี้ใช้เครื่องปั่นไฟแต่น้ำมันใกล้หมดแล้ว
ทั้งบ้านรวมกัน 11 คน",รอการช่วยเหลือ
HDY68-1125-3293,2025-11-25 00:08:55,2025-11-25 00:08:55,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,มีหลานสาว2คน อยู่ในบ้าน ไม่แน่ใจระดับน้ำขึ้นสูงขนาดไหนเพราะติดต่อกันไม่ได้มา2วันแล้วครับ,รอการช่วยเหลือ
HDY68-1125-3294,2025-11-25 00:09:07,2025-11-25 00:09:07,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,086-469-0023,รอการช่วยเหลือ
HDY68-1125-3295,2025-11-25 00:09:11,2025-11-25 00:09:11,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,อยากให้ช่วยรีบพาอพยพออกมาหน่อยครับ กลัวน้ำจะขึ้นชั้น 2 แล้ว อยู่กันแค่ 2 คนสูงอายุ,รอการช่วยเหลือ
HDY68-1125-3296,2025-11-25 00:09:11,2025-11-25 00:09:11,จะนะ,ท่าหมอไทร,สงขลา,1.04,25.0,,ทราบข่าวเมื่อตอน10โมงของวันที่24/11/25 น้ำจะชั้นชั้น2 ของบ้าน เหลือไม่ถึงขั้นบันได น้ำเพิ่มระดับสูงขึ้น  และตอนนี้คาดว่าน่าจะขึ้นไปอยู่บนหลังคาแล้ว และทาได้ขาดการติดต่อไปเลยตั้งแต่ 13.00 น.ของเมื่อวาน เนื่องจากโดนตัดไฟฟ้า ในบ้านมีเด็กเล็ก และเด็กๆ  ผู้สูงอายุ รวมอยู่กัน เป็นจำนวน 10 คน  และคาดทั้งหมู่บ้านน่าจะต้องการอพยพออกจากพื้นที่ และตอนนี้น่าจะขาดแคลนอาหารและน้ำไปแล้ว รบกวนเข้าช่วยเหลือพวกเค้าด้วย,รอการช่วยเหลือ
HDY68-1125-3297,2025-11-25 00:09:14,2025-11-25 00:09:14,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,"ช่วยด้วยค่ะ พ่อแม่อยู่กัน2คน
ไม่มีอาหารและน้ำดื่ม น้ำถึงชั้น2แล้วค่ะ",รอการช่วยเหลือ
HDY68-1125-3298,2025-11-25 00:09:18,2025-11-25 00:09:18,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,เป็นหอพักมีคนติดอยู่ในนั้นประมาณ 5-10 คน พร้อมอพยพ ไม่สามารถออกมาได้ตอนนี้น้ำขึ้นถึงชั้น 2,รอการช่วยเหลือ
HDY68-1125-3299,2025-11-25 00:09:19,2025-11-25 00:09:19,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"ต้องการความช่วยเหลือครับ  ต้องการอพยพครับ น้ำท่วมถึงชั้นสองแล้ว

22/35 ถ.หน้าสถานี ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110

ติดต่อไม่ได้ตั้งแต่ 22 พฤศจิกายน ตอนเที่ยง
อัพเดท  06:40 น.(25/11/68) ได้รับสายจากเบอร์ 0937794887 (น่าจะเป็นเพื่อนบ้านที่มาอยู่ด้วยกัน) ว่าน้ำท่วมถึงชั้นสองแล้วมีหลายหลายคนจากหลายหลายบ้านแถวนั้นมารวมกันอยู่บ้านนี้ตอนนี้ครับ รวมถึงมีผู้ป่วยติดเตียงด้วย

2 คน
ชาย 1 / มีโรคประจำตัวเป็นสโตรก และน้ำหนักตัวเยอะ ชื่อโอ๋
หญิง 1 ชื่อเฉลิมขวัญ (แจ้ว)
และอื่นๆไม่ทราบจำนวน รวมถึงมีผู้ป่วยติดเตียงด้วย

บ้านสองชั้น แต่ชั้นสองเป็นช้้นลอยครึ่งชั้น ติดอยู่บนชั้นสอง
กันสาดสีเขียว รั้วสีเขียว

https://maps.app.goo.gl/gJyZf2ZxemZrK1NQ6?g_st=ipc",รอการช่วยเหลือ
